,X,Germination.Date,Date,germ,Treatment,Lemur_Species,Plant_Species_Common_Name,Length_log
929,929,2/15/23,1/19/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.569554124
930,930,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.499623046
931,931,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.460937904
932,932,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.526056303
933,933,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.427916036
934,934,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.483874689
935,935,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.229640551
936,936,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.396244692
937,937,10/25/23,10/17/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.105256831
938,938,10/25/23,10/17/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.302912752
939,939,10/25/23,10/17/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.368639426
940,940,11/8/23,10/18/23,1,Gut-passed,L. catta,Cucumis melo L.,2.48490665
941,941,10/27/23,10/18/23,1,Gut-passed,L. catta,Cucumis melo L.,2.385086315
942,942,10/25/23,10/18/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.45395301
943,943,10/20/23,10/18/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.297463147
944,944,11/8/23,10/18/23,1,"Gut-passed, Washed",L. catta,Cucumis melo L.,2.4176979
945,945,11/1/23,10/18/23,1,"Gut-passed, Washed",L. catta,Cucumis melo L.,2.506341931
946,946,10/25/23,10/18/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.355835154
947,947,10/25/23,10/18/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.121677562
948,948,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.996059933
949,949,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.510721939
950,950,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.54329811
951,951,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.519513205
952,952,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.5518088
953,953,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.611435915
954,954,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.530394705
955,955,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.463255402
956,956,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.54329811
957,957,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.560247668
958,958,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.418277407
959,959,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.589235205
960,960,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.568615918
961,961,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.512927012
962,962,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.530394705
963,963,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.465567542
964,964,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.45395301
965,965,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.5518088
966,966,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.599387577
967,967,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.53686722
968,968,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.467874348
969,969,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.613429934
970,970,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.640936579
971,971,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.474763009
972,972,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.564440547
973,973,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.566530411
974,974,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.650579856
975,975,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.497388409
976,976,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.506297154
977,977,1/25/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.59076704
978,978,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.578700529
979,979,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.644755351
980,980,2/15/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.353254507
981,981,2/4/23,1/26/23,1,Gut-passed,V. rubra,Malus pumila,2.105352923
982,982,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.539015448
983,983,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.541159072
984,984,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.625311262
985,985,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.499623046
986,986,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.528227857
987,987,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.517322624
988,988,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.490654376
989,989,2/1/23,1/26/23,1,Gut-passed,V. rubra,Malus pumila,2.221375038
990,990,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.490654376
991,991,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.512927012
992,992,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.415853163
993,993,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.54329811
994,994,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.458615023
995,995,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.512927012
996,996,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.510721939
997,997,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.508511994
998,998,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.337629189
999,999,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.578978705
1000,1000,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.465567542
1001,1001,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.458615023
1002,1002,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.490654376
1003,1003,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.553925203
1004,1004,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.472472057
1005,1005,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.508511994
1006,1006,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.470175845
1007,1007,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.360976553
1008,1008,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.470175845
1009,1009,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.492904096
1010,1010,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.625311262
1011,1011,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.460937904
1012,1012,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.423108334
1013,1013,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.391281903
1014,1014,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.470175845
1015,1015,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.413423029
1016,1016,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.410986974
1017,1017,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.526056303
1018,1018,2/8/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.477048724
1019,1019,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.572773928
1020,1020,2/24/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,0.810930216
1021,1021,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,0.862889955
1022,1022,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,0.760805829
1023,1023,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,0.751416089
1024,1024,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.128171091
1025,1025,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.229640551
1026,1026,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.342864803
1027,1027,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.386294361
1028,1028,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.45395301
1029,1029,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.530394705
1030,1030,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.53686722
1031,1031,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.506297154
1032,1032,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.456286733
1033,1033,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.623340818
1034,1034,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.570697084
1035,1035,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.534714366
1036,1036,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.562346305
1037,1037,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.644805056
1038,1038,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.619388243
1039,1039,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.490654376
1040,1040,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.222459049
1041,1041,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.497388409
1042,1042,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.497388409
1043,1043,2/4/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.517322624
1044,1044,2/4/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.532556868
1045,1045,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.373715579
1046,1046,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.178654996
1047,1047,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.340250423
1048,1048,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.479329227
1049,1049,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.512927012
1050,1050,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.442201993
1051,1051,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.403642999
1052,1052,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.486139696
1053,1053,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.456286733
1054,1054,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.501852702
1055,1055,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.358409158
1056,1056,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.539015448
1057,1057,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.495148766
1058,1058,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.474763009
1059,1059,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.574846468
1060,1060,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.381281819
1061,1061,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.819779831
1062,1062,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.647103242
1063,1063,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.774727168
1064,1064,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.854415328
1065,1065,2/15/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.896088025
1066,1066,2/10/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.783901544
1067,1067,2/10/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.824175443
1068,1068,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.862889955
1069,1069,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.867100488
1070,1070,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.815364813
1071,1071,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.802001585
1072,1072,2/8/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Actinidia deliciosa,0.824175443
1073,1073,2/4/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.530394705
1074,1074,2/1/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.570697084
1075,1075,2/3/23,1/26/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.551786179
1076,1076,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.481604541
1077,1077,2/3/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,1.410986974
1078,1078,2/1/23,1/26/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.521698998
1079,1079,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.587192303
1080,1080,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.413423029
1081,1081,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.570697084
1082,1082,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.583093937
1083,1083,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.521698998
1084,1084,2/3/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.490654376
1085,1085,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.549687908
1086,1086,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.539015448
1087,1087,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.617406082
1088,1088,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.465567542
1089,1089,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.474763009
1090,1090,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Capsicum annuum,1.510721939
1091,1091,2/1/23,1/26/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.497388409
1092,1092,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.570319528
1093,1093,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.587764035
1094,1094,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.602689685
1095,1095,1/13/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.471483629
1096,1096,1/13/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.596000697
1097,1097,1/11/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.574899688
1098,1098,1/11/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.598979106
1099,1099,1/11/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.610069793
1100,1100,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.540814282
1101,1101,1/13/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.613006652
1102,1102,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.580974119
1103,1103,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.66792241
1104,1104,1/13/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.604170071
1105,1105,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.583242551
1106,1106,1/18/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.48490665
1107,1107,1/13/23,1/6/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.502255288
1108,1108,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1109,1109,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1110,1110,2/15/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1111,1111,2/15/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1112,1112,2/8/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1113,1113,2/8/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1114,1114,2/8/23,1/26/23,1,Gut-passed,V. rubra,Actinidia deliciosa,NA
1115,1115,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1116,1116,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1117,1117,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1118,1118,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1119,1119,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1120,1120,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1121,1121,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1122,1122,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1123,1123,2/4/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1124,1124,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1125,1125,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1126,1126,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1127,1127,2/1/23,1/26/23,1,Gut-passed,V. rubra,Capsicum annuum,NA
1128,1128,3/3/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.875468737
1129,1129,3/10/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.547562509
1130,1130,3/8/23,2/16/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.770108222
1131,1131,3/3/23,2/16/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.824175443
1132,1132,3/8/23,2/16/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.837247525
1133,1133,3/22/23,2/16/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.845868268
1134,1134,3/1/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.867100488
1135,1135,3/1/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.828551818
1136,1136,3/1/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.760805829
1137,1137,3/1/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.824175443
1138,1138,2/22/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Solanum lycopersicum,1.324418957
1139,1139,2/22/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.558144618
1140,1140,2/22/23,2/16/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.486139696
1141,1141,1/11/23,1/5/23,1,Gut-passed,E. flavifrons,Cucumis melo L.,2.60046499
1142,1142,3/22/23,2/23/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.398716881
1143,1143,3/22/23,2/23/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.420695788
1144,1144,3/22/23,2/23/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.371180723
1145,1145,3/22/23,2/23/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.460937904
1146,1146,3/24/23,2/23/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.396244692
1147,1147,3/15/23,2/23/23,1,Gut-passed,E. coronatus,Actinidia deliciosa,0.924258902
1148,1148,3/15/23,2/23/23,1,Gut-passed,E. coronatus,Actinidia deliciosa,0.717839793
1149,1149,3/29/23,2/23/23,1,Gut-passed,E. coronatus,Oxycoccus macrocarpus,0.88376754
1150,1150,3/22/23,2/23/23,1,Gut-passed,E. coronatus,Oxycoccus macrocarpus,0.779324877
1151,1151,3/29/23,2/23/23,1,Gut-passed,E. coronatus,Oxycoccus macrocarpus,0.746687947
1152,1152,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.240709689
1153,1153,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.437115986
1154,1154,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.385086315
1155,1155,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.353278207
1156,1156,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.395164274
1157,1157,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.426571073
1158,1158,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.466403178
1159,1159,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.396985768
1160,1160,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.451005098
1161,1161,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.477378383
1162,1162,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.436241478
1163,1163,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.450142657
1164,1164,3/8/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.558144618
1165,1165,3/3/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.78845736
1166,1166,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.587192303
1167,1167,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.611435915
1168,1168,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,2.386006701
1169,1169,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.472472057
1170,1170,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.510721939
1171,1171,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.541159072
1172,1172,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.528227857
1173,1173,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.515127233
1174,1174,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.439734931
1175,1175,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.441477092
1176,1176,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.437115986
1177,1177,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.479329227
1178,1178,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.521698998
1179,1179,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.940007258
1180,1180,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.432735777
1181,1181,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.932164081
1182,1182,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.492904096
1183,1183,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.541159072
1184,1184,3/3/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.751416089
1185,1185,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.3580198
1186,1186,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.311544834
